Monthly Climate Data Summaries ( por - por )

Station:,SAN FRANCISCO DOWNTOWN,State:,CA,ID:,23272
Latitude:,37.7705 degreeN,Longitude:,122.4269 degreeW,Elevation:,150.0 feet
Station period of record:,maxt: 06/01/1874-10/22/2019; mint: 01/01/1875-10/22/2019; avgt: 01/01/1875-10/22/2019; hdd: 01/01/1875-10/22/2019; cdd: 01/01/1875-10/22/2019; pcpn: 01/01/1875-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1934,MAR,68.2,53.1,60.6,81,11,49,01,0,0,0,0,0,0,0,137,9,0.07,06,1934-03-28,2,0,0,0,0
1934,APR,66.5,51.5,59.0,77,06,48,08,0,0,0,0,0,0,0,174,0,0.51,31,1934-04-22,4,2,0,0,0
1934,MAY,67.5,53.8,60.6,87,11,50,01,0,0,0,0,0,0,0,140,12,0.12,09,1934-05-24,3,0,0,0,0
1934,JUN,68.1,53.8,60.9,95,29,50,02,0,1,0,0,0,0,0,134,19,0.68,49,1934-06-04,3,2,0,0,0
1934,JUL,66.4,53.5,59.9,77,11,51,19,0,0,0,0,0,0,0,150,2,0.01,01,1934-07-16,1,0,0,0,0
1934,AUG,67.3,54.5,60.9,88,18,51,11,0,0,0,0,0,0,0,130,10,T,T,1934-08-26,0,0,0,0,0
1934,SEP,72.4,54.9,63.6,92,14,52,18,0,2,0,0,0,0,0,86,53,0.13,13,1934-09-23,1,1,0,0,0
1934,OCT,68.9,54.6,61.8,87,09,50,28,0,0,0,0,0,0,0,106,13,0.88,69,1934-10-31,4,2,1,0,0
1934,NOV,63.9,53.1,58.5,75,08,49,28,0,0,0,0,0,0,0,191,2,3.76,40,1934-11-18,10,5,3,2,0
1934,DEC,58.2,47.6,52.9,69,07,42,26,0,0,0,0,0,0,0,366,0,4.06,44,1934-12-13,8,6,3,1,0
1934,ANNUAL,65.5,52.2,58.86,95,,40,,0,3,0,0,0,0,0,2270,120,15.93,,1.44,56,29,11,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1935,JAN,55.9,45.6,50.8,65,25,39,20,0,0,0,0,0,0,0,434,0,6.23,58,1935-01-04,14,13,5,2,0
1935,FEB,59.9,48.4,54.1,70,18,44,26,0,0,0,0,0,0,0,297,0,2.38,76,1935-02-28,9,3,1,1,0
1935,MAR,59.1,46.2,52.6,76,28,41,21,0,0,0,0,0,0,0,375,0,2.31,83,1935-03-22,12,7,2,0,0
1935,APR,65.2,52.2,58.7,81,26,46,09,0,0,0,0,0,0,0,193,10,3.45,54,1935-04-07,12,5,1,1,0
1935,MAY,65.4,52.0,58.7,85,20,49,31,0,0,0,0,0,0,0,214,27,0.01,01,1935-05-15,1,0,0,0,0
1935,JUN,69.7,52.9,61.3,89,03,50,23,0,0,0,0,0,0,0,134,28,T,T,1935-06-27,0,0,0,0,0
1935,JUL,67.8,52.6,60.2,82,29,51,13,0,0,0,0,0,0,0,150,11,T,T,1935-07-22,0,0,0,0,0
1935,AUG,67.0,52.9,60.0,85,11,50,21,0,0,0,0,0,0,0,158,11,0.25,25,1935-08-26,1,1,0,0,0
1935,SEP,66.8,54.3,60.5,89,17,51,04,0,0,0,0,0,0,0,152,28,0.08,04,1935-09-14,3,0,0,0,0
1935,OCT,68.1,53.8,61.0,80,26,43,31,0,0,0,0,0,0,0,125,7,1.44,79,1935-10-14,5,3,1,0,0
1935,NOV,61.5,48.2,54.9,71,07,42,04,0,0,0,0,0,0,0,296,0,1.24,08,1935-11-01,4,2,1,1,0
1935,DEC,58.2,47.5,52.8,63,20,43,22,0,0,0,0,0,0,0,371,0,3.25,05,1935-12-28,11,7,2,1,0
1935,ANNUAL,63.7,50.6,57.14,89,,39,,0,0,0,0,0,0,0,2899,122,20.64,,1.76,72,41,13,6,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1936,JAN,58.7,49.0,53.9,66,28,42,20,0,0,0,0,0,0,0,336,0,5.77,28,1936-01-02,12,10,5,1,0
1936,FEB,58.8,48.0,53.4,71,29,40,03,0,0,0,0,0,0,0,330,0,10.06,02,1936-02-11,17,15,10,2,0
1936,MAR,65.0,49.9,57.5,77,01,42,25,0,0,0,0,0,0,0,230,3,1.01,73,1936-03-30,4,2,1,0,0
1936,APR,66.5,51.3,58.9,83,11,43,01,0,0,0,0,0,0,0,184,9,1.09,63,1936-04-03,6,4,1,0,0
1936,MAY,68.4,54.6,61.5,85,08,50,24,0,0,0,0,0,0,0,125,27,0.49,31,1936-05-27,6,1,0,0,0
1936,JUN,67.6,55.8,61.7,78,11,52,26,0,0,0,0,0,0,0,100,6,0.28,13,1936-06-07,4,2,0,0,0
1936,JUL,65.6,53.3,59.5,73,18,50,27,0,0,0,0,0,0,0,164,0,0.03,03,1936-07-08,1,0,0,0,0
1936,AUG,64.7,53.9,59.3,78,08,49,06,0,0,0,0,0,0,0,168,2,0.02,02,1936-08-09,1,0,0,0,0
1936,SEP,71.0,55.0,63.0,91,07,51,20,0,2,0,0,0,0,0,98,48,T,T,1936-09-01,0,0,0,0,0
1936,OCT,70.3,54.1,62.2,86,08,50,27,0,0,0,0,0,0,0,104,23,0.69,69,1936-10-30,1,1,1,0,0
1936,NOV,65.9,50.2,58.0,78,13,45,27,0,0,0,0,0,0,0,202,2,0.01,01,1936-11-14,1,0,0,0,0
1936,DEC,56.6,46.5,51.5,67,10,40,31,0,0,0,0,0,0,0,409,0,2.94,03,1936-12-26,8,5,2,1,0
1936,ANNUAL,64.9,51.8,58.37,91,,40,,0,2,0,0,0,0,0,2450,120,22.39,,2.02,61,40,20,4,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1937,JAN,48.6,38.6,43.6,55,04,30,21,0,0,0,0,4,0,0,657,0,5.26,45,1937-01-11,16,13,4,1,0
1937,FEB,55.3,44.5,49.9,65,22,40,09,0,0,0,0,0,0,0,417,0,4.88,12,1937-02-04,15,8,4,2,0
1937,MAR,60.9,48.9,54.9,77,05,44,22,0,0,0,0,0,0,0,303,0,7.05,90,1937-03-21,13,10,6,2,0
1937,APR,60.4,48.6,54.5,73,20,46,02,0,0,0,0,0,0,0,306,0,2.14,30,1937-04-08,7,5,1,1,0
1937,MAY,64.0,50.3,57.1,77,02,48,21,0,0,0,0,0,0,0,237,0,0.06,05,1937-05-17,2,0,0,0,0
1937,JUN,67.7,55.0,61.4,87,26,48,02,0,0,0,0,0,0,0,118,14,0.60,26,1937-06-15,5,3,0,0,0
1937,JUL,64.4,54.2,59.3,77,20,51,05,0,0,0,0,0,0,0,170,2,T,T,1937-07-21,0,0,0,0,0
1937,AUG,64.6,53.2,58.9,79,11,50,26,0,0,0,0,0,0,0,187,7,T,T,1937-08-31,0,0,0,0,0
1937,SEP,68.4,54.4,61.4,89,25,50,10,0,0,0,0,0,0,0,126,27,T,T,1937-09-30,0,0,0,0,0
1937,OCT,70.8,56.0,63.4,87,21,50,11,0,0,0,0,0,0,0,83,41,0.90,37,1937-10-13,4,3,0,0,0
1937,NOV,63.7,52.8,58.3,74,03,49,07,0,0,0,0,0,0,0,194,0,2.46,56,1937-11-13,9,6,2,0,0
1937,DEC,60.0,49.5,54.7,69,10,42,27,0,0,0,0,0,0,0,310,1,3.73,21,1937-12-09,6,5,4,2,0
1937,ANNUAL,62.4,50.5,56.48,89,,30,,0,0,0,0,4,0,0,3108,92,27.08,,1.90,77,53,21,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1938,JAN,56.7,46.2,51.5,66,26,40,07,0,0,0,0,0,0,0,412,0,2.65,63,1938-01-31,12,8,2,0,0
1938,FEB,58.9,47.2,53.1,71,26,42,16,0,0,0,0,0,0,0,328,0,8.49,48,1938-02-13,16,15,8,1,0
1938,MAR,57.5,48.1,52.8,70,26,43,21,0,0,0,0,0,0,0,370,0,5.73,73,1938-03-06,18,14,6,0,0
1938,APR,60.3,49.5,54.9,75,18,46,13,0,0,0,0,0,0,0,299,2,1.52,84,1938-04-04,5,4,1,0,0
1938,MAY,62.6,50.6,56.6,77,31,48,03,0,0,0,0,0,0,0,253,1,T,T,1938-05-27,0,0,0,0,0
1938,JUN,63.2,51.8,57.5,72,14,50,26,0,0,0,0,0,0,0,217,0,0.00,00,1938-06-30,0,0,0,0,0
1938,JUL,63.3,54.4,58.9,74,31,51,12,0,0,0,0,0,0,0,185,0,0.01,01,1938-07-02,1,0,0,0,0
1938,AUG,65.7,54.5,60.1,78,02,52,10,0,0,0,0,0,0,0,147,2,0.00,00,1938-08-31,0,0,0,0,0
1938,SEP,68.0,54.3,61.2,89,09,51,22,0,0,0,0,0,0,0,120,11,0.15,15,1938-09-27,1,1,0,0,0
1938,OCT,68.0,55.2,61.6,81,25,50,16,0,0,0,0,0,0,0,110,11,1.33,74,1938-10-02,5,3,1,0,0
1938,NOV,63.7,49.9,56.8,73,18,44,13,0,0,0,0,0,0,0,239,0,0.88,30,1938-11-29,5,3,0,0,0
1938,DEC,59.0,48.2,53.6,67,07,43,31,0,0,0,0,0,0,0,345,0,1.48,58,1938-12-19,5,4,1,0,0
1938,ANNUAL,62.3,50.8,56.55,89,,40,,0,0,0,0,0,0,0,3025,27,22.24,,1.48,68,52,19,1,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1939,JAN,57.7,46.2,52.0,66,14,40,31,0,0,0,0,0,0,0,399,0,3.07,09,1939-01-05,7,6,3,1,0
1939,FEB,57.5,45.0,51.3,75,17,39,08,0,0,0,0,0,0,0,376,0,1.94,51,1939-02-02,7,5,1,0,0
1939,MAR,58.3,47.2,52.7,79,16,44,27,0,0,0,0,0,0,0,375,2,2.62,83,1939-03-08,9,4,1,1,0
1939,APR,62.3,49.2,55.8,83,06,45,16,0,0,0,0,0,0,0,280,8,0.42,22,1939-04-02,3,2,0,0,0
1939,MAY,62.4,51.5,57.0,73,28,48,03,0,0,0,0,0,0,0,239,0,0.63,33,1939-05-20,3,2,0,0,0
1939,JUN,64.1,51.6,57.9,74,07,49,06,0,0,0,0,0,0,0,206,0,T,T,1939-06-15,0,0,0,0,0
1939,JUL,64.4,53.5,59.0,80,20,50,02,0,0,0,0,0,0,0,182,4,T,T,1939-07-28,0,0,0,0,0
1939,AUG,65.8,55.5,60.7,81,17,52,06,0,0,0,0,0,0,0,134,7,T,T,1939-08-20,0,0,0,0,0
1939,SEP,74.1,57.7,65.5,97,22,53,13,0,4,0,1,0,0,0,71,92,1.06,66,1939-09-13,4,3,1,0,0
1939,OCT,70.7,55.2,63.0,90,11,50,26,0,1,0,0,0,0,0,114,59,0.17,08,1939-10-24,3,0,0,0,0
1939,NOV,67.0,51.3,59.1,78,06,49,27,0,0,0,0,0,0,0,167,0,0.20,20,1939-11-25,1,1,0,0,0
1939,DEC,60.5,50.1,55.3,69,03,44,25,0,0,0,0,0,0,0,290,0,0.94,24,1939-12-23,10,4,0,0,0
1939,ANNUAL,63.8,51.2,57.44,97,,39,,0,5,0,1,0,0,0,2833,172,11.05,,1.83,47,27,6,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1940,JAN,56.9,48.3,52.6,67,29,38,18,0,0,0,0,0,0,0,375,0,10.03,78,1940-01-25,18,14,8,4,0
1940,FEB,59.9,51.0,55.4,66,08,46,19,0,0,0,0,0,0,0,270,0,7.81,57,1940-02-26,17,9,7,3,0
1940,MAR,63.0,51.8,57.4,72,07,47,12,0,0,0,0,0,0,0,226,0,5.32,18,1940-03-30,9,5,3,2,0
1940,APR,63.8,51.7,57.8,80,12,49,27,0,0,0,0,0,0,0,217,8,0.94,37,1940-04-03,5,4,0,0,0
1940,MAY,64.0,52.1,58.0,76,13,50,27,0,0,0,0,0,0,0,208,0,0.63,33,1940-05-30,5,2,0,0,0
1940,JUN,64.3,53.7,59.0,72,08,51,13,0,0,0,0,0,0,0,174,0,0.01,01,1940-06-01,1,0,0,0,0
1940,JUL,65.3,55.0,60.2,79,05,52,08,0,0,0,0,0,0,0,144,3,T,T,1940-07-16,0,0,0,0,0
1940,AUG,64.8,55.2,60.0,81,10,53,30,0,0,0,0,0,0,0,149,3,T,T,1940-08-31,0,0,0,0,0
1940,SEP,70.8,59.2,65.0,83,29,55,04,0,0,0,0,0,0,0,27,36,0.59,42,1940-09-03,6,1,0,0,0
1940,OCT,69.0,55.6,62.3,84,11,51,15,0,0,0,0,0,0,0,107,30,1.05,68,1940-10-24,4,3,1,0,0
1940,NOV,62.6,51.4,57.0,73,15,47,25,0,0,0,0,0,0,0,231,0,2.22,85,1940-11-05,8,4,2,0,0
1940,DEC,61.0,49.9,55.5,71,09,42,14,0,0,0,0,0,0,0,288,0,6.25,01,1940-12-21,14,12,6,1,0
1940,ANNUAL,63.8,52.9,58.34,84,,38,,0,0,0,0,0,0,0,2416,80,34.85,,2.18,87,54,27,10,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1941,JAN,58.5,49.4,54.0,67,28,44,01,0,0,0,0,0,0,0,335,0,8.24,16,1941-01-19,16,14,7,3,0
1941,FEB,59.8,50.9,55.4,64,28,46,04,0,0,0,0,0,0,0,262,0,6.71,16,1941-02-08,19,17,4,1,0
1941,MAR,64.3,52.5,58.4,75,10,48,02,0,0,0,0,0,0,0,200,1,4.75,95,1941-03-30,8,7,3,2,0
1941,APR,61.0,50.6,55.8,70,11,44,10,0,0,0,0,0,0,0,269,0,4.05,89,1941-04-04,10,7,2,1,0
1941,MAY,66.8,55.5,61.2,89,10,50,18,0,0,0,0,0,0,0,144,34,1.18,47,1941-05-13,7,5,0,0,0
1941,JUN,65.7,54.4,60.0,77,10,51,14,0,0,0,0,0,0,0,143,1,0.01,01,1941-06-18,1,0,0,0,0
1941,JUL,64.9,55.4,60.2,71,07,53,11,0,0,0,0,0,0,0,139,0,0.01,01,1941-07-27,1,0,0,0,0
1941,AUG,65.9,56.5,61.2,80,17,53,24,0,0,0,0,0,0,0,117,5,0.03,02,1941-08-20,2,0,0,0,0
1941,SEP,69.8,57.2,63.5,87,05,55,25,0,0,0,0,0,0,0,74,36,T,T,1941-09-10,0,0,0,0,0
1941,OCT,67.2,54.4,60.8,87,03,50,23,0,0,0,0,0,0,0,144,23,0.93,83,1941-10-26,4,1,1,0,0
1941,NOV,64.0,52.8,58.4,78,07,46,21,0,0,0,0,0,0,0,196,6,1.99,61,1941-11-01,8,5,1,0,0
1941,DEC,57.9,49.0,53.5,68,02,41,31,0,0,0,0,0,0,0,350,0,7.29,96,1941-12-28,19,12,6,2,0
1941,ANNUAL,63.8,53.2,58.54,89,,41,,0,0,0,0,0,0,0,2373,106,35.19,,1.96,95,68,24,9,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1942,JAN,55.4,46.9,51.1,62,26,39,03,0,0,0,0,0,0,0,424,0,4.76,78,1942-01-24,13,9,3,1,0
1942,FEB,58.5,48.2,53.4,69,10,43,22,0,0,0,0,0,0,0,318,0,4.27,26,1942-02-04,10,7,3,2,0
1942,MAR,61.7,48.8,55.3,73,30,38,14,0,0,0,0,0,0,0,295,0,2.62,19,1942-03-14,5,4,2,2,0
1942,APR,60.9,50.3,55.6,74,19,47,30,0,0,0,0,0,0,0,276,0,3.79,58,1942-04-05,13,10,1,0,0
1942,MAY,62.3,51.4,56.9,88,20,47,11,0,0,0,0,0,0,0,257,14,1.11,44,1942-05-10,7,3,0,0,0
1942,JUN,64.8,52.4,58.6,88,28,50,20,0,0,0,0,0,0,0,191,9,T,T,1942-06-25,0,0,0,0,0
1942,JUL,64.7,54.7,59.7,70,09,51,01,0,0,0,0,0,0,0,157,0,0.01,01,1942-07-04,1,0,0,0,0
1942,AUG,62.9,54.1,58.5,67,16,51,29,0,0,0,0,0,0,0,195,0,T,T,1942-08-21,0,0,0,0,0
1942,SEP,64.6,55.0,59.8,79,15,53,22,1,0,0,0,0,0,0,146,4,0.18,18,1942-09-08,1,1,0,0,0
1942,OCT,68.3,53.5,60.9,82,21,51,28,0,0,0,0,0,0,0,128,10,0.95,42,1942-10-10,4,3,0,0,0
1942,NOV,61.6,50.4,56.0,75,12,46,20,0,0,0,0,0,0,0,260,0,4.46,91,1942-11-16,12,8,2,2,0
1942,DEC,56.8,47.4,52.1,68,14,43,21,0,0,0,0,0,0,0,391,0,2.87,05,1942-12-22,9,6,2,1,0
1942,ANNUAL,61.9,51.1,56.48,88,,38,,1,0,0,0,0,0,0,3038,37,25.02,,1.91,75,51,13,8,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1943,JAN,57.5,46.3,51.9,65,06,39,19,0,0,0,0,0,0,0,400,0,6.15,60,1943-01-20,11,8,4,4,0
1943,FEB,60.5,49.0,54.8,73,14,42,10,0,0,0,0,0,0,0,280,0,1.95,50,1943-02-25,9,6,1,0,0
1943,MAR,60.4,50.8,55.6,70,25,45,15,0,0,0,0,0,0,0,284,0,3.18,68,1943-03-17,12,9,1,0,0
1943,APR,60.7,50.5,55.6,72,22,46,09,0,0,0,0,0,0,0,276,0,1.88,54,1943-04-27,9,2,1,1,0
1943,MAY,65.8,50.9,58.0,91,23,46,13,0,1,0,1,0,0,0,216,16,0.13,10,1943-05-31,2,1,0,0,0
1943,JUN,63.0,51.7,57.4,90,16,49,12,0,1,0,0,0,0,0,231,10,0.13,13,1943-06-01,1,1,0,0,0
1943,JUL,63.9,54.2,59.0,74,27,50,31,0,0,0,0,0,0,0,177,0,T,T,1943-07-15,0,0,0,0,0
1943,AUG,65.6,54.1,59.8,87,31,52,12,0,0,0,0,0,0,0,164,11,0.00,00,1943-08-31,0,0,0,0,0
1943,SEP,69.5,57.4,63.5,96,21,52,04,0,2,0,0,0,0,0,92,55,0.02,01,1943-09-26,2,0,0,0,0
1943,OCT,67.3,55.2,61.2,81,14,50,31,0,0,0,0,0,0,0,126,18,0.74,32,1943-10-20,5,3,0,0,0
1943,NOV,65.6,52.5,59.1,75,06,48,25,0,0,0,0,0,0,0,172,1,0.80,45,1943-11-19,5,3,0,0,0
1943,DEC,58.5,48.7,53.6,68,08,45,31,0,0,0,0,0,0,0,347,0,2.69,62,1943-12-29,9,5,4,0,0
1943,ANNUAL,63.2,51.8,57.46,96,,39,,0,4,0,1,0,0,0,2765,111,17.67,,1.60,65,38,11,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1944,JAN,56.8,46.8,51.8,69,18,41,04,0,0,0,0,0,0,0,400,0,4.31,09,1944-01-01,13,8,3,1,0
1944,FEB,56.5,46.7,51.6,65,06,42,21,0,0,0,0,0,0,0,378,0,5.34,14,1944-02-02,11,9,5,2,0
1944,MAR,62.6,49.0,55.8,73,28,44,14,0,0,0,0,0,0,0,278,0,0.83,32,1944-03-04,3,3,0,0,0
1944,APR,57.7,48.7,53.2,62,30,46,21,0,0,0,0,0,0,0,346,0,2.07,75,1944-04-11,8,4,2,0,0
1944,MAY,63.0,50.6,56.8,76,04,49,24,0,0,0,0,0,0,0,247,0,0.94,74,1944-05-17,4,2,1,0,0
1944,JUN,62.9,52.7,57.8,72,08,50,14,0,0,0,0,0,0,0,207,0,0.12,09,1944-06-23,3,0,0,0,0
1944,JUL,61.5,53.1,57.3,67,05,50,10,0,0,0,0,0,0,0,231,0,0.01,01,1944-07-23,1,0,0,0,0
1944,AUG,64.7,53.1,58.9,83,26,50,28,0,0,0,0,0,0,0,184,3,0.02,02,1944-08-31,1,0,0,0,0
1944,SEP,68.0,53.3,60.6,91,09,51,24,0,1,0,0,0,0,0,141,17,0.00,00,1944-09-30,0,0,0,0,0
1944,OCT,68.1,54.6,61.4,82,24,50,03,0,0,0,0,0,0,0,124,16,1.70,55,1944-10-31,4,4,2,0,0
1944,NOV,60.1,51.3,55.7,66,22,48,28,0,0,0,0,0,0,0,271,0,6.24,37,1944-11-09,12,9,4,3,0
1944,DEC,59.1,49.3,54.2,68,12,45,31,0,0,0,0,0,0,0,325,0,3.97,31,1944-12-22,9,7,3,1,0
1944,ANNUAL,61.8,50.8,56.28,91,,41,,0,1,0,0,0,0,0,3132,36,25.55,,1.37,69,46,20,7,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1945,JAN,55.2,45.2,50.2,63,26,39,04,0,0,0,0,0,0,0,451,0,1.33,61,1945-01-31,5,3,2,0,0
1945,FEB,59.7,49.0,54.3,66,09,44,28,0,0,0,0,0,0,0,292,0,3.43,15,1945-02-01,9,7,2,1,0
1945,MAR,57.1,46.5,51.8,72,30,43,04,0,0,0,0,0,0,0,401,0,4.15,93,1945-03-14,11,9,4,0,0
1945,APR,63.0,48.8,55.9,77,30,44,09,0,0,0,0,0,0,0,268,1,0.32,30,1945-04-08,2,1,0,0,0
1945,MAY,59.5,51.3,55.4,65,12,47,03,0,0,0,0,0,0,0,291,0,0.64,26,1945-05-12,5,3,0,0,0
1945,JUN,68.3,54.3,61.3,87,16,50,07,0,0,0,0,0,0,0,144,40,0.01,01,1945-06-03,1,0,0,0,0
1945,JUL,64.1,55.0,59.5,75,25,52,31,0,0,0,0,0,0,0,164,1,T,T,1945-07-21,0,0,0,0,0
1945,AUG,64.1,53.2,58.6,77,18,51,17,0,0,0,0,0,0,0,189,1,T,T,1945-08-22,0,0,0,0,0
1945,SEP,69.2,55.9,62.5,85,28,51,01,0,0,0,0,0,0,0,109,40,0.04,02,1945-09-22,2,0,0,0,0
1945,OCT,67.5,55.7,61.6,83,02,53,19,0,0,0,0,0,0,0,111,14,1.95,98,1945-10-29,5,4,2,0,0
1945,NOV,61.4,51.4,56.4,82,03,47,30,0,0,0,0,0,0,0,260,9,3.24,77,1945-11-12,13,9,2,0,0
1945,DEC,57.1,48.5,52.8,68,30,41,14,0,0,0,0,0,0,0,371,0,9.84,11,1945-12-27,15,11,7,4,0
1945,ANNUAL,62.2,51.2,56.69,87,,39,,0,0,0,0,0,0,0,3051,106,24.95,,3.11,68,47,19,5,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1946,JAN,57.2,45.6,51.4,62,27,41,31,0,0,0,0,0,0,0,414,0,1.76,12,1946-01-04,4,4,1,1,0
1946,FEB,56.2,45.1,50.7,64,23,39,04,0,0,0,0,0,0,0,393,0,2.03,67,1946-02-02,10,7,1,0,0
1946,MAR,59.5,47.3,53.4,73,08,42,19,0,0,0,0,0,0,0,353,0,2.34,72,1946-03-28,10,6,1,0,0
1946,APR,61.2,49.3,55.2,82,23,47,02,0,0,0,0,0,0,0,289,3,0.05,03,1946-04-01,2,0,0,0,0
1946,MAY,60.3,51.1,55.7,79,06,49,30,0,0,0,0,0,0,0,282,1,0.37,27,1946-05-25,3,1,0,0,0
1946,JUN,64.4,53.2,58.8,83,18,51,25,0,0,0,0,0,0,0,183,5,0.02,02,1946-06-01,1,0,0,0,0
1946,JUL,66.1,54.8,60.5,77,26,51,07,0,0,0,0,0,0,0,137,4,0.06,06,1946-07-25,1,0,0,0,0
1946,AUG,62.9,53.3,58.1,83,02,51,10,0,0,0,0,0,0,0,212,7,T,T,1946-08-31,0,0,0,0,0
1946,SEP,70.4,55.1,62.8,91,22,50,09,0,3,0,0,0,0,0,114,53,0.06,06,1946-09-16,1,0,0,0,0
1946,OCT,67.3,53.4,60.3,86,11,47,28,0,0,0,0,0,0,0,164,26,0.15,08,1946-10-02,3,0,0,0,0
1946,NOV,60.2,49.1,54.7,68,04,45,20,0,0,0,0,0,0,0,300,0,2.73,54,1946-11-19,8,5,1,1,0
1946,DEC,55.6,47.1,51.3,64,23,41,20,0,0,0,0,0,0,0,416,0,2.77,78,1946-12-24,10,8,3,0,0
1946,ANNUAL,61.8,50.4,56.09,91,,39,,0,3,0,0,0,0,0,3257,99,12.34,,1.54,53,31,7,2,0

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1947,JAN,53.2,41.2,47.2,62,22,35,05,0,0,0,0,0,0,0,546,0,1.35,63,1947-01-28,6,2,2,0,0
1947,FEB,59.2,48.0,53.6,75,24,44,07,0,0,0,0,0,0,0,311,0,2.65,22,1947-02-12,6,4,2,1,0
1947,MAR,61.4,50.6,56.0,76,14,46,06,0,0,0,0,0,0,0,269,0,3.64,52,1947-03-27,10,7,2,1,0
1947,APR,64.6,51.1,57.8,84,13,48,21,1,0,0,1,0,0,0,219,17,0.17,10,1947-04-02,4,1,0,0,1
1947,MAY,63.4,52.2,57.8,86,01,48,20,0,0,0,0,0,0,0,224,8,0.67,32,1947-05-31,3,2,0,0,0
1947,JUN,68.7,54.9,61.8,87,22,50,30,0,0,0,0,0,0,0,110,22,0.64,28,1947-06-06,6,2,0,0,0
1947,JUL,65.9,54.4,60.1,73,19,50,01,0,0,0,0,0,0,0,146,2,T,T,1947-07-17,0,0,0,0,0
1947,AUG,67.5,56.1,61.8,83,31,52,11,0,0,0,0,0,0,0,107,14,T,T,1947-08-28,0,0,0,0,0
1947,SEP,68.4,54.4,61.4,92,20,51,14,0,2,0,0,0,0,0,132,31,T,T,1947-09-30,0,0,0,0,0
