Monthly Climate Data Summaries ( por - por )

Station:,EVANSVILLE REGIONAL AP,State:,IN,ID:,93817
Latitude:,38.0441 degreeN,Longitude:,87.5205 degreeW,Elevation:,400.0 feet
Station period of record:,maxt: 08/01/1896-10/22/2019; mint: 08/01/1896-10/22/2019; avgt: 08/01/1896-10/22/2019; hdd: 08/01/1896-10/22/2019; cdd: 08/01/1896-10/22/2019; pcpn: 08/01/1896-10/22/2019

Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1895,JAN,M,M,M,M,M,M,M,31,M,M,31,M,M,M,M,M,M,M,M,M,M,M,M,31
Year,Month,maxt,mint,avgt,HI,HI Dt,LO,LO Dt,max msg,maxt >=90,maxt <=32,min msg,mint >=75,mint <=32,mint <=0,HDD,CDD,Mly Prec,1d Max,1d Max Dt,Rain Days,>=0.1,>=0.5,>=1.0,PCPN msg
1906,JAN,46.6,31.7,39.2,71,20,11,09,0,0,2,0,19,0,0,797,2,4.76,55,1906-01-21,8,8,3,2,0
1906,FEB,41.8,24.3,33.0,70,23,0,07,0,0,9,0,19,0,1,890,0,1.70,52,1906-02-26,9,3,1,0,0
1906,MAR,42.0,31.5,36.7,60,01,16,17,0,0,5,0,18,0,0,865,0,5.94,60,1906-03-26,17,11,4,2,0
1906,APR,69.6,50.4,60.0,86,28,32,01,0,0,0,0,1,0,0,191,49,1.66,87,1906-04-08,6,4,1,0,0
1906,MAY,77.5,56.4,66.9,89,18,39,07,0,0,0,0,0,0,0,91,158,1.09,37,1906-05-31,9,3,0,0,0
1906,JUN,83.9,65.9,74.9,93,29,54,11,0,7,0,0,0,1,0,0,307,3.02,93,1906-06-04,10,8,2,0,0
1906,JUL,86.1,67.8,77.0,94,01,61,25,0,6,0,0,0,0,0,0,379,5.20,30,1906-07-14,10,8,4,2,0
1906,AUG,86.9,70.4,78.6,93,20,57,28,0,11,0,0,0,4,0,0,431,4.39,00,1906-08-14,10,6,3,1,0
1906,SEP,82.5,65.9,74.2,92,11,56,14,0,4,0,0,0,0,0,2,283,4.16,99,1906-09-26,11,7,4,0,0
